	Galactan	Tryptamine	Maltose	Glycochenodeoxycholate	Spermidine	Sulfur (Elemental sulfur)	Taurocholate	Chitin	Sulfate (Sulfuric acid)	Dimethyl sulfide (Methyl sulfide)	Deoxycholic acid	D-Galactosamine (Galactosamine)	D-Ribose (Ribose)	Hyaluronan (Hyaluronate, Hyaluronic acid)	L-Arginine (Arginine)	Benzaldehyde	Valerate (Pentanoic acid, Pentanoate)	Methylamine (Monomethylamine)	Myristic acid (Tetradecanoic acid, Tetradecanoate)	2-methylbutyrate (2-methylbutanoic acid)	Mucin (Mucus Glycoprotein)	Taurochenodeoxycholate	Methane (CH4)	cis-Aconitate (trans-Aconitate, trans-Aconitic acid)	L-Cysteine (Cysteine, D-Cysteine)	4-Aminobutyrate (GABA)	Benzyl alcohol	Phenylacetate	Menaquinone (Vitamin K2)	L-Methionine (D-Methionine)	Xylitol	D-Mannose (Mannose)	Propanol (n-propanol, 1-Propanol)	5-Aminovalerate	L-Valine (Valine, D-Valine)	L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)	1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol)	L-Asparagine (Asparagine)	beta-alanine (3-Aminopropionate)	FOS (Fructooligosaccharide)	Taurine	2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate)	Chondroitin 4-sulfate (Chondroitin 6-sulfate)	Tyramine	1,2-Ethanediol (Ethylene glycol)	Acetate	D-Tagatose	L-Glycine (Glycine)	D-Turanose	Betaine (Glycine betaine)	Erythritol	Melibiose	Triglyceride	D-Glucuronic acid (D-Glucuronate)	D-Psicose	alpha-Linolenic acid (Omega-3 fatty acid)	Phenylethylamine	L-Alanine (D-Alanine, Alanine)	Uridine	L-Threonine (Threonine)	Benzoate	Pentanol	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Choline	Linoleic acid (Omega-6 fatty acid)	Isobutyrate (2-Methylpropanoic acid)	Adipate	N-Acetylgalactosamine (N-Acetyl-D-galactosamine)	L-Tryptophan (Tryptophan)	L-Histidine (Histidine)	Mn2+ (Manganese)	H2O2	Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch)	Butylamine	Lactose	Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)	Pectin	Oxalate	Urea	Riboflavin (Vitamin B2)	Thymidine	L-Lysine (Lysine, D-Lysine)	Isomaltose	Palmitate (Palmitic acid, Hexadecanoic acid, Hexadecanoate)	L-Leucine (Leucine)	Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])	Raffinose	Succinate	Citrate	L-Glutamine (D-Glutamine, Glutamine)	Biotin (Vitamin B7)	N-Acetyl-D-mannosamine	4-Aminobenzoate (para-amino, Benzoic acid)	Glyoxylate (Glyoxylic acid, Glyoxalate)	Isethionate	Dodecanoate (Lauric acid, Laureate)	Butyrate	L-Isoleucine (Isoleucine)	2-Aminobutyric acid (2-Aminobutyrate)	Stearic acid (Stearate, Octadecanoate)	Cadaverine	L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate)	[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol)	L-Rhamnose (Rhamnose, D-Rhamnose)	Propanoate (Propionate)	Hemicellulose	Chenodeoxycholic acid (Chenodeoxycholate)	Indole	Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)	CO2	Indole-3-acetate (Indoleacetate)	Pelargonic acid (Pelargonate, Nonanoic acid)	N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid)	Nitric Oxide (NO)	Methanol	Pimelate	Isopropanol (2-Propanol)	Phenol	L-Aspartate (Aspartate, D-Aspartate)	Butanol	DNA RNA Polynucleotide	Trimethylamine N-oxide (Trimethylamine-N-oxide)	Pantothenic acid (Vitamin B5, Pantothenate)	NH3 (Ammonia, NH4+, Ammonium)	Glycocholate	Propanal	Bicarbonate (HCO3-, H2CO3, Carbonic acid, Carbonate)	Dichloromethane (Methylene chloride)	L-Phenylalanine (Phenylalanine, D-Phenylalanine)	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	Cellobiose	Thiosulfate	Glycerol	L-Idonate	Taurodeoxycholate	Crotonate (2-Butenoate, 2-Butenoic acid, Crotonic acid, 3-Methylacrylic acid)	L-Ornithine (Ornithine)	Acetone	Toluene	Trehalose	Formate	Polypeptide	XOS (Xylooligosaccharide)	N-Acetyl-D-Glucosamine (N-Acetylglucosamine)	Itaconate	Taurolithocholate	Shikimate	D-Galacturonate	H2 (Hydrogen)	Trimethylamine	Isovalerate (3-Methylbutanoic acid)	D-Glucosamine (Glucosamine)	N2	Malonate	Carbon monoxide (CO)	meso-Tartrate (meso-Tartaric acid, Tartrate, L-tartrate, L-Tartaric acid)	Caproate (Hexanoate)	Cellotetraose (Cellohexaose, Cellopentaose, Cellotriose)	Glycodeoxycholate	Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide)	Cellulose (Beta-D-glucan)	Lithocholic acid	Glycolate	Nitrite	Inosine	D-Gluconate (D-Gluconic acid) (Gluconate)	D-Lyxose (L-Lyxose)	L-Serine (Serine, D-Serine)	Oleic acid ([9Z]-Octadecenoic acid)	Dimethylamine	D-Galactose	Orotic acid (Orotate)	Fructan (Inulin, Levan)	D-Glucose (Glucose)	D-Mannitol (Mannitol)	D-Fructose (Fructose)	D-Xylulose (Xylulose, L-Xylulose)	Galactitol (Dulcitol)	L-Fucose	Ethanolamine (Phosphatidylethanolamine)	D-Xylose (Xylose)	Nitrate	Cholic acid (Cholate)	Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin)	Pyruvate	D-Fructuronate	L-Sorbose (Sorbose)	Formaldehyde	Ethanol	D-Tagaturonate	Arabinogalactan	Folic acid (Folate, Vitamin B9)	1,3-Propanediol	L-Homoserine	Spermine	Stachyose	Glycolithocholate	Alginate	L-Tyrosine (Tyrosine)	L-Proline (Proline, D-Proline)	p-Cresol (4-methylphenol, 4-cresol)	Histamine	alpha-ketoglutarate (2-oxoglutarate)	Oxaloacetate	Ascorbic acid (Vitamin C, L-Ascorbate, Ascorbate)	Thiamine (Vitamin B1, Thiamin)	Putrescine	H2S (HS-)	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	L-Arabitol (L-Arabinitol, D-Arabitol)	Sucrose	Total
k__Bacteria;p__Acidobacteria																																																																																																																																																																																																																					0
k__Bacteria;p__Bacteroidetes	0.0	0.0019569471624266144	0.007827788649706457	0.0019569471624266144	0.0019569471624266144	0.0	0.003913894324853229	0.0	0.0	0.0	0.0	0.0	0.003913894324853229	0.0	0.0	0.0	0.0019569471624266144	0.0	0.0	0.0019569471624266144	0.0	0.003913894324853229	0.0	0.0	0.009784735812133072	0.0	0.0	0.0	0.003913894324853229	0.009784735812133072	0.0	0.015655577299412915	0.0	0.0	0.0019569471624266144	0.0019569471624266144	0.0	0.0019569471624266144	0.0	0.007827788649706457	0.0	0.0019569471624266144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569471624266144	0.0	0.009784735812133072	0.007827788649706457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011741682974559686	0.0	0.0	0.0019569471624266144	0.0	0.003913894324853229	0.0019569471624266144	0.0	0.0	0.0	0.0	0.0	0.009784735812133072	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569471624266144	0.0	0.0	0.003913894324853229	0.0136986301369863	0.0136986301369863	0.0	0.0	0.0019569471624266144	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569471624266144	0.0	0.0	0.0	0.0	0.0	0.0	0.009784735812133072	0.0019569471624266144	0.0	0.005870841487279843	0.0	0.0	0.03718199608610567	0.0	0.0	0.0019569471624266144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0410958904109589	0.0019569471624266144	0.0	0.0019569471624266144	0.0	0.0019569471624266144	0.0	0.015655577299412915	0.0	0.0019569471624266144	0.0	0.003913894324853229	0.0	0.0	0.0	0.0	0.009784735812133072	0.0	0.0	0.005870841487279843	0.003913894324853229	0.0	0.0	0.0	0.011741682974559686	0.0	0.0	0.0019569471624266144	0.011741682974559686	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569471624266144	0.0136986301369863	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569471624266144	0.0	0.0	0.0	0.011741682974559686	0.0	0.0	0.019569471624266144	0.0019569471624266144	0.0410958904109589	0.0	0.0	0.007827788649706457	0.0	0.015655577299412915	0.0	0.005870841487279843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569471624266144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569471624266144	0.0	0.007827788649706457	511.0
k__Bacteria;p__Cyanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacteria;p__Proteobacteria	0.0	0.0	0.002366863905325444	0.0	0.001183431952662722	0.014201183431952662	0.001183431952662722	0.0	0.023668639053254437	0.0	0.0	0.0	0.004733727810650888	0.0	0.002366863905325444	0.001183431952662722	0.004733727810650888	0.007100591715976331	0.0	0.001183431952662722	0.0	0.001183431952662722	0.009467455621301775	0.0035502958579881655	0.0	0.001183431952662722	0.001183431952662722	0.002366863905325444	0.002366863905325444	0.0	0.0	0.004733727810650888	0.004733727810650888	0.0	0.002366863905325444	0.02485207100591716	0.002366863905325444	0.0	0.001183431952662722	0.0	0.001183431952662722	0.0	0.0	0.001183431952662722	0.004733727810650888	0.022485207100591716	0.0	0.0	0.0	0.002366863905325444	0.0	0.001183431952662722	0.0	0.0035502958579881655	0.0	0.0	0.0	0.002366863905325444	0.0	0.0035502958579881655	0.004733727810650888	0.0	0.001183431952662722	0.009467455621301775	0.001183431952662722	0.0	0.0035502958579881655	0.002366863905325444	0.0	0.004733727810650888	0.0035502958579881655	0.002366863905325444	0.0	0.0	0.0	0.005917159763313609	0.009467455621301775	0.0	0.001183431952662722	0.007100591715976331	0.001183431952662722	0.0	0.001183431952662722	0.0	0.0	0.002366863905325444	0.007100591715976331	0.002366863905325444	0.01893491124260355	0.007100591715976331	0.002366863905325444	0.007100591715976331	0.0	0.0	0.0	0.001183431952662722	0.0	0.01301775147928994	0.002366863905325444	0.0	0.001183431952662722	0.0	0.014201183431952662	0.004733727810650888	0.001183431952662722	0.014201183431952662	0.0	0.001183431952662722	0.008284023668639054	0.0035502958579881655	0.016568047337278107	0.001183431952662722	0.0	0.0	0.0	0.015384615384615385	0.0035502958579881655	0.0	0.009467455621301775	0.0035502958579881655	0.007100591715976331	0.0	0.0	0.004733727810650888	0.015384615384615385	0.0	0.0	0.002366863905325444	0.001183431952662722	0.001183431952662722	0.0035502958579881655	0.0035502958579881655	0.004733727810650888	0.01893491124260355	0.001183431952662722	0.001183431952662722	0.0	0.0	0.0	0.001183431952662722	0.001183431952662722	0.022485207100591716	0.0	0.001183431952662722	0.0	0.001183431952662722	0.001183431952662722	0.0	0.001183431952662722	0.016568047337278107	0.0	0.004733727810650888	0.0	0.022485207100591716	0.001183431952662722	0.0	0.002366863905325444	0.002366863905325444	0.0	0.0	0.0	0.0	0.0	0.0	0.002366863905325444	0.0	0.004733727810650888	0.001183431952662722	0.001183431952662722	0.0	0.0	0.005917159763313609	0.0	0.0	0.02485207100591716	0.004733727810650888	0.001183431952662722	0.0	0.001183431952662722	0.002366863905325444	0.0035502958579881655	0.005917159763313609	0.04378698224852071	0.001183431952662722	0.002366863905325444	0.015384615384615385	0.001183431952662722	0.001183431952662722	0.0035502958579881655	0.022485207100591716	0.001183431952662722	0.0	0.0	0.001183431952662722	0.001183431952662722	0.0	0.001183431952662722	0.0	0.0	0.002366863905325444	0.001183431952662722	0.001183431952662722	0.0	0.0	0.0	0.0	0.008284023668639054	0.001183431952662722	0.0	0.010650887573964497	0.004733727810650888	0.0035502958579881655	845.0
k__Bacteria;p__Actinobacteria	0.0	0.0	0.008658008658008658	0.010822510822510822	0.0	0.0	0.010822510822510822	0.0	0.0	0.0	0.0	0.010822510822510822	0.008658008658008658	0.0	0.004329004329004329	0.0	0.0	0.0	0.0	0.0	0.0	0.010822510822510822	0.0	0.0	0.0	0.0021645021645021645	0.0	0.0	0.015151515151515152	0.0	0.0	0.004329004329004329	0.0	0.0	0.0	0.004329004329004329	0.0	0.0	0.0021645021645021645	0.012987012987012988	0.0	0.0	0.0	0.0	0.0	0.0	0.008658008658008658	0.0	0.0	0.0	0.0	0.0	0.0	0.0021645021645021645	0.021645021645021644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0367965367965368	0.0021645021645021645	0.0	0.0	0.021645021645021644	0.0021645021645021645	0.0	0.0	0.006493506493506494	0.0	0.0	0.004329004329004329	0.023809523809523808	0.004329004329004329	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0021645021645021645	0.0021645021645021645	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0021645021645021645	0.0	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0	0.0	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0	0.010822510822510822	0.0	0.0	0.0	0.0	0.004329004329004329	0.012987012987012988	0.0	0.004329004329004329	0.0	0.010822510822510822	0.0	0.0	0.0	0.0	0.008658008658008658	0.0	0.0	0.006493506493506494	0.0	0.0	0.010822510822510822	0.0	0.0	0.0	0.0	0.0	0.017316017316017316	0.004329004329004329	0.0	0.0	0.0	0.0	0.0021645021645021645	0.010822510822510822	0.008658008658008658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0021645021645021645	0.0	0.023809523809523808	0.0	0.0	0.023809523809523808	0.006493506493506494	0.023809523809523808	0.0021645021645021645	0.0021645021645021645	0.006493506493506494	0.0	0.0021645021645021645	0.006493506493506494	0.0	0.0	0.0021645021645021645	0.0	0.0	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0	0.0	0.0	0.0	0.010822510822510822	0.0	0.0	0.0	0.0	0.0	0.0021645021645021645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004329004329004329	462.0
k__Bacteria;p__Verrucomicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Tenericutes;c__RF3																																																																																																																																																																																																																					0
k__Bacteria;p__Firmicutes;c__Bacilli	0.0	0.0	0.00243605359317905	0.0097442143727162	0.0	0.0	0.0097442143727162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001218026796589525	0.0	0.0	0.0	0.0	0.0	0.0	0.0097442143727162	0.0	0.0	0.0	0.001218026796589525	0.0	0.0	0.0	0.001218026796589525	0.001218026796589525	0.001218026796589525	0.0	0.0	0.001218026796589525	0.0036540803897685747	0.0	0.0	0.0	0.0048721071863581	0.0	0.0	0.0	0.0	0.0	0.0	0.007308160779537149	0.001218026796589525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001218026796589525	0.0	0.001218026796589525	0.0	0.0	0.001218026796589525	0.0	0.001218026796589525	0.0	0.0	0.0	0.0	0.001218026796589525	0.001218026796589525	0.0	0.0	0.0	0.0	0.04628501827040195	0.007308160779537149	0.0	0.0	0.0	0.015834348355663823	0.0	0.001218026796589525	0.0	0.0	0.001218026796589525	0.0036540803897685747	0.001218026796589525	0.001218026796589525	0.001218026796589525	0.001218026796589525	0.013398294762484775	0.0	0.00243605359317905	0.0	0.0	0.0	0.0	0.001218026796589525	0.0	0.0	0.0	0.001218026796589525	0.0	0.0	0.0	0.0	0.0	0.0	0.0060901339829476245	0.0	0.0	0.0	0.00243605359317905	0.0	0.0	0.0	0.0	0.0	0.001218026796589525	0.0	0.0	0.0	0.0682095006090134	0.001218026796589525	0.0097442143727162	0.0	0.0	0.0	0.001218026796589525	0.001218026796589525	0.001218026796589525	0.0	0.0097442143727162	0.0	0.0097442143727162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036540803897685747	0.0	0.0	0.008526187576126675	0.001218026796589525	0.0	0.0	0.0	0.0	0.0	0.001218026796589525	0.0	0.0	0.0	0.0	0.0	0.0097442143727162	0.007308160779537149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001218026796589525	0.0	0.0	0.0	0.001218026796589525	0.0	0.010962241169305725	0.04263093788063337	0.0389768574908648	0.0	0.0	0.0	0.0	0.0	0.020706455542021926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048721071863581	0.0	0.0	0.0	0.0	0.008526187576126675	0.0	0.001218026796589525	0.0	0.0	0.0	0.0	0.0	0.0	0.012180267965895249	0.0	0.0	0.0	0.0	0.0048721071863581	821.0
k__Bacteria;p__Firmicutes;c__Clostridia	0.0	0.0	0.015739769150052464	0.001049317943336831	0.0	0.0	0.002098635886673662	0.0	0.004197271773347324	0.0	0.0	0.0	0.0	0.0	0.011542497376705142	0.0	0.005246589716684155	0.0	0.001049317943336831	0.002098635886673662	0.0	0.001049317943336831	0.0	0.001049317943336831	0.001049317943336831	0.002098635886673662	0.0	0.0	0.0	0.0031479538300104933	0.0	0.016789087093389297	0.0031479538300104933	0.0	0.002098635886673662	0.017838405036726127	0.001049317943336831	0.0031479538300104933	0.0	0.011542497376705142	0.0	0.001049317943336831	0.0	0.0	0.002098635886673662	0.013641133263378805	0.0	0.0031479538300104933	0.002098635886673662	0.001049317943336831	0.0	0.004197271773347324	0.0	0.001049317943336831	0.007345225603357817	0.002098635886673662	0.0	0.002098635886673662	0.001049317943336831	0.0031479538300104933	0.001049317943336831	0.001049317943336831	0.001049317943336831	0.00944386149003148	0.0	0.005246589716684155	0.0062959076600209865	0.0	0.0	0.005246589716684155	0.00944386149003148	0.0	0.0	0.0	0.0	0.014690451206715634	0.001049317943336831	0.0	0.001049317943336831	0.024134312696747113	0.0031479538300104933	0.001049317943336831	0.002098635886673662	0.0	0.001049317943336831	0.007345225603357817	0.001049317943336831	0.014690451206715634	0.002098635886673662	0.001049317943336831	0.0031479538300104933	0.0062959076600209865	0.002098635886673662	0.0031479538300104933	0.001049317943336831	0.0	0.001049317943336831	0.005246589716684155	0.002098635886673662	0.0	0.001049317943336831	0.0	0.002098635886673662	0.0	0.004197271773347324	0.005246589716684155	0.0	0.002098635886673662	0.0	0.0031479538300104933	0.005246589716684155	0.0	0.001049317943336831	0.0062959076600209865	0.0	0.002098635886673662	0.0	0.0	0.0	0.0062959076600209865	0.0031479538300104933	0.0	0.0	0.02098635886673662	0.0031479538300104933	0.002098635886673662	0.0	0.001049317943336831	0.0	0.005246589716684155	0.002098635886673662	0.014690451206715634	0.001049317943336831	0.001049317943336831	0.0	0.001049317943336831	0.002098635886673662	0.0	0.0	0.0	0.0062959076600209865	0.004197271773347324	0.0	0.0031479538300104933	0.004197271773347324	0.0	0.001049317943336831	0.0	0.001049317943336831	0.004197271773347324	0.001049317943336831	0.005246589716684155	0.001049317943336831	0.001049317943336831	0.0	0.002098635886673662	0.0	0.001049317943336831	0.0	0.001049317943336831	0.026232948583420776	0.0	0.0	0.001049317943336831	0.0	0.001049317943336831	0.0	0.0	0.004197271773347324	0.001049317943336831	0.0	0.012591815320041973	0.0	0.0	0.03462749213011543	0.002098635886673662	0.016789087093389297	0.0	0.0	0.004197271773347324	0.0	0.00944386149003148	0.001049317943336831	0.002098635886673662	0.0	0.008394543546694649	0.0	0.0	0.0	0.005246589716684155	0.0	0.0	0.001049317943336831	0.001049317943336831	0.0	0.0	0.002098635886673662	0.001049317943336831	0.0	0.004197271773347324	0.004197271773347324	0.0	0.0	0.0	0.001049317943336831	0.0	0.001049317943336831	0.0	0.0	0.002098635886673662	0.0	0.00944386149003148	953.0
k__Bacteria;p__Tenericutes;c__Mollicutes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010638297872340425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02127659574468085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22340425531914893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010638297872340425	0.0	0.0	0.010638297872340425	0.0	0.010638297872340425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010638297872340425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia																																																																																																																																																																																																																					0
k__Bacteria;p__Synergistetes;c__Synergistia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058823529411764705	0.0	0.058823529411764705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
